icd,Latin
Q12,"Cataractam, congenita III Autosomal Recessive"
C03,malignum gingivae ex toto maxillam
C08,malignum glandulae submandibularis tumorem
E03,"Hypothyroidism, Congenita, NONGOITROUS: VI"
E03,"Hypothyroidism, Congenita, NONGOITROUS, III"
G60,Quod haereditarium motoricas sensilesque Neuropathy 2B
Q12,"Cataractam, congenita I Autosomal Recessive"
C64,Herpesvirus hominis Herpesvirus hominis in pueritia cell
E71,METHYLGLUTACONIC ACIDURIA III-type: MGCA1
E71,"III, METHYLGLUTACONIC ACIDURIA, EXEMPLUM V; MGCA5"
K12,denture-consociata erythematous stomatitis
E79,Dihydropyrimidine dehydrogenase
D09,Carcinoma in scaena 0is vesica urinaria
C13,Malignum in Area Postcricoid
D04,Carcinoma in situ cutis 0 scaenam nonmelanoma
C44,Epithelioma sui sanitatem multa squamosa ossis temporalis
D35,Non est Functioning Adenoma Hydrastis Glandulae
Q12,"Cataractam, congenita II Autosomal Recessive"
Q12,"Cataractam, congenita V Autosomal Recessive"
E71,peroxisomal thiolase defectus (inordinatio)
H15,BIETTI AMETHYSTE CORNEORETINAL DYSTROPHIA
G60,1 D hereditaria motoricas sensilesque neuropathia
I66,cerebri INFARCTUS et cerebri Embolia
Q78,osteogenesis imperfecta est normalis parum hallucinatus
M08,Iuvenalibus rheumatoid arthritis monarticular
Q82,Pigmenti incontinentia syndrome (inordinatio)
C16,Linitis muscle (morphologic deprauationem)
Q75,CROUZON SYNDROME apud Acanthosis IONIQUE
M34,Systematia duros nequeunt movere lumbos vel systemica scleroderma
N81,"vaginae enterocele, congenita et acquiritur"
K46,"vaginae enterocele, congenita et acquiritur"
C22,Carcinoma in iecoris cellulis Fibrolamellar
C18,malignum appendicis vermiformis
H05,Myopathy de extraocular musculos (inordinatio)
E22,syndrome de inconueniens ADH secretio
C85,Mediastinal (thymic) Large-B Lymphom
C83,Mediastinal (thymic) Large-B Lymphom
Q87,Osteodysplastic primum dwarfism type II
E83,ferro n metabolismi inordinatio (inordinatio)
C25,Carcinoma endocrinarum pancreate (inordinatio)
C25,malignum ab ovarium Langerhans
A57,(Chancroid [bubo ortus &]) aut (chancre Ducrey 's)
M89,universa tellus dolor syndromes (inordinatio)
G56,universa tellus dolor syndromes (inordinatio)
N87,ceruicis intraepithelial neoplasia gradu I
N87,ceruicis intraepithelial neoplasia gradus II
G11,"XXI Paraplegia SPASTICUS, Autosomal Recessive"
Q04,"PONTOCEREBELLAR hypoplasia, EXEMPLUM 2D; PCH2D"
Q04,"PONTOCEREBELLAR hypoplasia, EXEMPLUM X; PCH10"
D56,Hydrops est fetalis tempore non isoimmunization
G71,LMNA actis nascantur muscular dystrophy
G71,LMNA actis nascantur muscular dystrophy
Q81,Epidermólisis vesicular simplicem Koebner genus
Q81,"Epidermólisis vesicular SIMPLEX, generativus"
Q12,Nystagmus controversia nati sunt zonular suffusio
E71,"Condrodisplasia punctata, item Rhizomelic"
D69,prothrombin consummatio per familiam Matrix
C45,provectus malignus peritonaei mesothelioma
C45,Humana malignas Advanced Peritoneal mesothelioma
D23,Fistuloso vegetabilis Verruköses hydradenoma
D23,Syringocystadenoma papilliferum (inordinatio)
F01,Autosomal dominant morbus lateralis cerebri
B37,Candidal: [vulvovaginitis n] vel [ceruicem]
D59,Autoimmune hemolytic anemia NOS (inordinatio)
H35,Pigmentatus PARAVENOUS chorioideae ATROPHIA
H26,cum aut sine hyperferritinemia suffusio
H90,"Auditivus neuropathia, autosomal dominant; I"
H90,"Auditivus Neuropathy, domine Nonsyndromic"
E75,Comitialibus mentis defectum Fennica genus
H47,"Crater, sicut foramina in disco opticus (inordinatio)"
Q77,"OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA, OSMED"
Q60,"CAKUT et absque temperatione adaugeatur, aut abnormalities"
Q60,"Coloboma nervi optici renum morbo,"
H90,"SURDITAS, autosomal recessive CI; DFNB101"
H90,"SURDITAS, autosomal recessive CII, DFNB102"
G60,paternis 1A motoricas sensilesque neuropathia
G60,Is hereditarium motoricas sensilesque neuropathia
F80,Triticum expressa verbis inordinatio
H90,SURDITAS: CIV autosomal recessive; DFNB104
H90,"SURDITAS, autosomal recessive CIII; DFNB103"
H90,"SURDITAS, autosomal recessive 18A; DFNB18A"
H90,"SURDITAS, autosomal recessive 18B; DFNB18B"
G45,Vertebrobasilar arteriae coronariae syndrome (inordinatio)
C02,linguam certam partem malignum
C01,linguam certam partem malignum
H90,"SURDITAS, autosomal recessive 84a; DFNB84A"
H90,SURDITAS: 84b autosomal recessive; DFNB84B
E74,Pyruvate dehydrogenase E1-alpha VITIUM
Q79,Pterygium generis multa syndrome nonlethal
Q87,"Mentis retardatio, coniunctum X, XX Syndromic"
Q87,"Mentis retardatio, X Linked, XXV Syndromic"
K62,"Stenosis ad matris podicem, n (inordinatio)"
C75,glandula pineali maligna tumore (inordinatio)
A31,"Non tuberculous Mycobacterium pulmonis morbo,"
G11,"SPASTICUS paraplegia XI, autosomal recessive"
G11,"SPASTICUS paraplegia XIV, autosomal recessive"
G11,"SPASTICUS paraplegia XV, autosomal recessive"
G11,musculus flexor paternum genus motricium neuropathia 5B
G11,"SPASTICUS paraplegia XVIII, autosomal recessive"
G11,"XXIV paraplegia SPASTICUS, autosomal recessive"
G11,"XXV paraplegia SPASTICUS, autosomal recessive"
E23,H. desolatus aliorum congenita defectus type III
E83,Autosomal dominant hypomagnesemia separatam;
Q78,OSTEOPATHIA STRIATA apud Veniversum SCLEROSIS
Q81,"Herlitz-genus Epidermólisis vesicular Kessinger Publishing,"
Q87,autosomal dominant Robinow syndrome type II
Q87,"ROBINOW alveolaris, autosomal recessive; RRS"
Q87,autosomal dominant Robinow syndrome type III
Q87,X Cataractam praeterfluit coniunctum cum Hutchinsonian circa dentes meos
E26,ACTH-dependens hyperaldosteronism Domini High Definition
H35,Sorsby pseudoinflammatory fundum dystrophy
G11,"LEUKODYSTROPHY, HYPOMYELINATING: XI: HLD11"
Q87,"mentis retardatio, coniunctum X, XII syndromic"
Q87,Ahmad X coniunctum mentalibus Retardation Domini High Definition
G11,"XXVI paraplegia SPASTICUS, autosomal recessive"
G11,"XXVII paraplegia SPASTICUS, autosomal recessive"
G11,"XXVIII paraplegia SPASTICUS, autosomal recessive"
G11,"XXX paraplegia SPASTICUS, autosomal recessive"
G11,"XXXII paraplegia SPASTICUS, autosomal recessive"
G11,"SPASTICUS paraplegia XXXV, autosomal recessive"
G11,"XXXIX paraplegia SPASTICUS, autosomal recessive"
Q76,cum imperfecta platyspondyly amelogenesis
E23,domesticam inopiam idiopathica gonadotrpin
I67,"cerebrum morbo cum impetu sanguinis vasa parvuli,"
E78,autosomal recessive hypercholesterolemia I
E78,autosomal recessive hypercholesterolemia II
E27,Phimosis-STYPTICUS globulin VITIUM
C04,ossis maligna tumore area de ore
K09,teratoma benignam (morphologic deprauationem)
E80,"Crigler syndrome-Najjar, typus I (inordinatio)"
G62,Critica morbo polyneuropathy (inordinatio)
Q87,Ectropion vel inferiori labio fissura palatum
Q87,LACRIMOAURICULODENTODIGITAL hominis; LADD
M47,lumbosacral spondylosis sine myelopathy
Q81,RECIPROCUS Dystrophic Epidermolysis Bullosa
E75,"Osteochondrosis Neuronal Gerold, Parry Type"
E75,"Gerold lipofuscinosis, neuronal: X: CLN10"
K28,gastrojejunal acutae cum ulceris foramen
N70,"Oophoritis, non specificatarum Pyophlebitis (inordinatio)"
G24,Parkinson scriptor morbus XIV autosomal recessive
N11,"Interstitialibus NEPHRITIS, KARYOMEGALIC; KMIN"
C67,collum vesicae Neoplasma malignum organorum urinariorum
C67,malignum vesicae collum
C67,maligna tumore colli vesicae (inordinatio)
Q87,X ABIDI mentis retardatio SYNDROME JUNCTUS
Q87,"mentis retardatio, X coniunctum, XXVIII syndromic"
Q87,"mentis retardatio, X coniunctum, XV syndromic"
F72,"Mentis retardatio, X Linked, XXIX Syndromic"
Q87,"Mentis retardatio, X Linked, XXX Syndromic"
Q87,"Mentis retardatio, IUNCTUS X, XI SYNDROMIC"
C73,"Glandulae CARCINOMA familiaria medullae spinalis; de portento,"
G11,"SPASTICUS paraplegia XLIII, autosomal recessive"
G11,"SPASTICUS paraplegia XLIV, autosomal recessive"
G11,"SPASTICUS paraplegia XLV, autosomal recessive"
G11,"XLVI paraplegia SPASTICUS, autosomal recessive"
G11,"SPASTICUS paraplegia XLVIII, autosomal recessive"
G11,"SPASTICUS paraplegia XLIX, autosomal recessive"
G11,"SPASTICUS paraplegia LIII, autosomal recessive"
G11,"LIV paraplegia SPASTICUS, autosomal recessive"
G11,"LV paraplegia SPASTICUS, autosomal recessive"
G11,"LVI paraplegia SPASTICUS, autosomal recessive"
G11,"LVII paraplegia SPASTICUS, autosomal recessive"
G11,"SPASTICUS paraplegia 5A, autosomal recessive"
H05,orbis ab acuti inflammatio NOS (inordinatio)
H10,CONIUNCTIVITIS anguli folliculorum (inordinatio)
I65,De LAQUEUS et stenosis arteriae vertebralis
N80,Endometriosis in tubarum uterinarum tubi (inordinatio)
G90,Idiopathic periphericis neuropathia autonomic
E83,signa forma hemochromatosis type I
G47,sleepwake arcu morbo dilatum tempus
E71,"Defectus Acyl vinculum-recta, Coa esculentum"
C24,Ampulla enim malignum Vater
Q78,"Osteopetrosis, II autosomal dominant; OPTA2"
E75,"Osteochondrosis Neuronal Gerold, congenita"
E75,"Gerold lipofuscinosis, neuronal: XIII: CLN13"
E75,"Gerold lipofuscinosis, neuronal: XI: CLN11"
G11,"SPASTICUS paraplegia LXI, autosomal recessive"
G11,"LXII Paraplegia SPASTICUS, Autosomal Recessive"
G11,"SPASTICUS paraplegia LXIII, autosomal recessive"
G11,"LXIV paraplegia SPASTICUS, autosomal recessive"
G11,"LXXV Paraplegia SPASTICUS, Autosomal Recessive"
G11,"SPASTICUS Paraplegia LXXVII, Autosomal Recessive"
G11,"SPASTICUS paraplegia 9B, autosomal recessive"
E74,"Lysosomal glucosidase alfa-1,4-defectus"
G40,mane infantiles caducum encephalopathy VI
E71,MULTIPLEX acyl-Salmo dehydrogenase
M25,Hemarthrosis de humero regionis (inordinatio)
N04,Microcoria - controversia nati nephrotic syndrome
E77,Lysosomal tutela dapibus defectum influentie
Q79,Congenita operacionem causabatur in vnico
C57,Humana malignas feminam generatiua ratio Tumour
C57,malignum feminam genitale
C51,Humana malignas feminam generatiua ratio Tumour
C51,malignum feminam genitale
C17,Ex parvis intestinum maligna
E16,"Neoplasma malignum ossis Glucagon CONDITUS,"
M35,Nota TEXTUS morbo LINO syndrome
M35,mixta collagen vascularium morbus (inordinatio)
C71,Tumor est multilayered embryonal Rosettes
A07,Cryptosporidial gastroenteritis (inordinatio)
G23,COASY dapibus-consociata neurodegeneration
H10,CONIUNCTIVITIS Pseudomembranous (inordinatio)
M72,Dupuytren est de pede contracture (inordinatio)
M91,Iuvenalibus osteochondrosis of coxae et pelvis
C44,Plattenepithelkarzinom de ani Margin
K31,Clepsydra districtione vel stenosis ventris
P24,Meconium et neonatales aspiratione (inordinatio)
E83,hypophosphatemic rickets X coniunctum regnans
G71,FKRP actis nascantur muscular dystrophy
L21,Musculus seborrheic illis infantilis (inordinatio)
D81,"PRAESEVERUS COMBINED Deficientia immunalis, X JUNCTUS"
D69,of Receptor defectus platelet fibrinogen
C65,pclvis maligna tumore (inordinatio)
G12,Medulla Theologiae Moralis Herm Kennedy musculus ATROPHIA et bulbi
M60,musculus dolor est inordinatio (inordinatio)
G72,musculus dolor est inordinatio (inordinatio)
G23,"Pkan Neuroaxonal Dystrophy, cm-CONREPTIO"
K59,Exclusa est scriptor morbus Megacolon Hirschsprung
C10,mesopharynx maligna tumore (inordinatio)
D47,Neoplasma malignum Myeloid (morphologic deprauationem)
G47,Celeri oculus motus mores somno inordinatio
E79,"Mentis retardatio, X Linked, Syndromic XVIII"
F71,"mentis retardatio, X coniunctum, syndromic XIII"
G98,Infantiae alterna Hemiplegia type I
A87,Lymphocytic meningoencephalitis (inordinatio)
B66,Infectio per diminuta (inordinatio)
Q75,"acrofacial dysostosis, Genee Wiedmann genus,"
A81,De Bogaert sclerosing leukoencephalitis scriptor
I42,Arrhythmogenic ius ventriculorum DYSPLASIA
E11,Rara insulin-dependens diabetes Mellitus
M86,OSTEOMYELITIS Rezidivierende multifocal
Q21,thiamine metabolismi distemperantia syndrome I
G11,Vitaminum E: desunt familiaritatem INTERMISSUS
D55,Ricinus communis defectus erythrocytes
D81,Herpesviridae defectus phosphorylase
D81,Herpesvirus Nucleoside phosphorylase-defectus
Q77,"Condrodisplasia punctata, item Rhizomelic"
Q78,McKusick genus metaphyseal Condrodisplasia
Q78,Metaphyseal Condrodisplasia McKusick genus
B83,parasitariis morbis infectivis morbus Surgery
B65,parasitariis morbis infectivis morbus Surgery
A81,Forma chemica Abacavir
Q20,"arteriae magnae, transpositis dextro"
G71,X myopathy nimia coniunctum autophagy
E85,autosomal dominant rem domesticam nouerant periodica febricitantem
D80,hypogammaglobulinemia transit ab infantia
D55,nonspherocytic naturali hemolytic anemia
Q93,"Homo 17q23.1 q23.2 deletionem syndrome,"
Q93,"Homo 16p12.2 p11.2 deletionem syndrome,"
C71,Carcinoma embryonal systematis nervosi centralis
G60,"Vesalius, 2P-Marie-genus morbo Charcot axonal"
G60,Dentem Charcot-Marie-genus morbo axonal 2Q
G60,Dentem Charcot-Marie-genus morbo axonal 2U
G60,"Charcot dens Mariae, 2L genus morbo axonal"
G60,Dentem axonal genus morbo Charcot-Marie-2s
G60,Dentem axonal genus morbo Charcot-Marie-2N
G60,Dentem axonal genus morbo Charcot-Marie-2 '
G60,Dentem morbo XX-Marie-genus Charcot axonal
G60,Dentem axonal genus morbo Charcot-Marie-2C
G60,Dentem Charcot-Marie-genus morbo axonal 2T
G60,Dentem Charcot-Marie-genus morbo axonal 2F
G60,Dentem 2h-Marie-genus morbo Charcot axonal
G60,Dentem 2k-Marie-genus morbo Charcot axonal
E79,dihydropyrimidine dehydrogenase
H15,Bietti crystallinum corneoretinal dystrophy
H90,autosomal dominant nonsyndromic surditas I
H90,autosomal dominant nonsyndromic VI surditas
H90,autosomal dominant nonsyndromic surditas IX
H90,autosomal dominant nonsyndromic surditas VII
E23,Is genus segregatorum defectum incrementum hormone
Q78,osteopathia striata et duros nequeunt movere lumbos nervorum cranialium
Q04,"corticalis DYSPLASIA, arx syndrome comitialibus"
E27,phimosis-binding defectus globulin
H90,autosomal dominant nonsyndromic V surditas
G90,idiopathic periphericis neuropathia autonomic
H18,polymorphous dystrophy I post cornee
H18,polymorphous II post cornee dystrophy
H18,polymorphous dystrophy III post cornee
E71,multa acyl-Salmo dehydrogenase
E23,semel defectum incrementum hormone type II
E23,unius generis IA Omnium defectum incrementum hormone
M86,OSTEOMYELITIS Rezidivierende multifocal
D81,Herpesviridae defectus phosphorylase
J44,"COPD, Chronic Obstructive Pulmonary Disease"
D23,Naevus syringocystadenomatosus papilliferus
D69,autosomal dominant Glanzmann thrombasthenia
G31,"Frontotemporal dementia, Ubiquitin-Positive"
E83,autosomal dominant hypophosphatemic rickets
G61,Veniversum variante ex Guillain-BarrC) syndrome
G61,Veniversum variante ex Guillain-BARRA © syndrome
Q61,Cystic conferenda tubulis renum corri- piatur
Q04,"lissencephaly syndrome,-Norman Roberts genus"
C88,"Mucosae lymphatica attinet, consociata TEXTUS lymphoma"
I49,incognita nocte subita morte syndrome
L57,Aktinische Keratose (morphologic deprauationem)
D43,Utriusque Subependymal Cell naturae astrocytic
C16,maior inclinatio maligni stomachum tumore
I71,"Haec habuimus, quae vertebrae thoracicae ostium prorumpit;"
C49,Neoplasma naturae Rhabdoid systematis nervosi centralis
E78,Homozygous rem domesticam nouerant hypobetalipoproteinemia
E74,Glycogen repono morbum typus I (inordinatio)
A05,Debitum ad cibum veneficii Clostridium perfringens
D19,adenomatoid tumore (morphologic deprauationem)
D32,rara nervosi tumor uvas arteriae meningeae mediae
C15,tertio cenaculo gulam malignum
L00,"Toxicus necrolysis epidermalibus, subcorneal genus"
G61,infective polyneuritis n anguli (inordinatio)
H52,Aut Anisometropia aniseikonia NOS (inordinatio)
G11,Deficientia immunalis cum ataxia telangiectasia
E79,Sive inordinatio purine metabolismi
E79,potius ingenii inordinatio purine metabolismi-IMP
D53,Dapibus defectus anemia debitum ad (inordinatio)
H35,"CYSTA macula, foraminis aut pseudohole de retinae"
K14,Papillaris lingua hypertrophy NOS (inordinatio)
A81,"Abacavir, & magis magisque multifocal"
Q78,Traumatica cartilaginem anomalia (inordinatio)
C46,Herpesvirus scriptor SARCOMA et mollis tela (inordinatio)
E79,Uridine monophosphate defectus Synthetase
Q03,Atresia et foramina Magendie et Luschka
P39,Urinariorum tractu infectio neonati (inordinatio)
Q87,INCREMENTUM pericardial loci et ex DELIQUIUM
C31,maligna tumore sinus frontalis (inordinatio)
C31,ethmoidales maligna tumore sinus (inordinatio)
E71,renum defectum lacus carnitine (inordinatio)
P22,"pulmonis hypoperfusion syndrome neonatorum,"
J93,pneumothorax sponte tensio (inordinatio)
P78,Herpesvirus hominis intestinorum perforans (inordinatio)
E85,TNF receptor I-consociata periodica syndrome
E83,"Ehlers-Danlos syndrome, cornus posterioris Type"
I70,"Generativus ATHEROSCLEROSIS, non specificatarum"
D81,multa vulgare defectum-impetu multam
E53,multa vulgare defectum-impetu multam
G93,benignae intracraniale hypertension (inordinatio)
D48,Neoplasma malignum nonpolyposis hereditarium a colorectal
C18,Neoplasma malignum hepatis colonia a flexione
C19,coniunctas rectosigmoid malignum
C72,Tumor nervorum cranialium Malignant octavi
E74,glycogen repono morbum type V (inordinatio)
Q25,Atresia vel stenosis n arteriae (inordinatio)
H40,"Claustrum GLAUCOMA angulum primaria, chronicus, non specificatus"
B50,Plasmodium falciparum gradu sanguinis contagione
H18,M incantationem membrana dystrophy type I
H18,ligamentum incantationem membrana dystrophy type I
H18,"Cornea DYSTROPHIA, REIS clypeum Type: CDRB"
H18,"Cornea Dystrophy, Map, dot-Type fingerprint"
H18,M incantationem membrana dystrophy type II
B69,"Infection, intestinorum solum taenia"
C83,Diffuse parva et mixta magna Lymphom
G71,"Congenita muscular dystrophy, Ullrich genus"
B00,Herpesvirus hominis deformis palpebram oculi Dermatitis (inordinatio)
G43,"CEPHALEA sine aura, susceptibilitatem, IV"
P78,"PROFLUVIUM II: apud MICROVILLUS ATROPHIA, DIAR2"
Q81,Dystrophic Epidermolysis Bullosa (inordinatio)
C38,malignum mediastini posterioris
C72,malignum nervorum cranialium tumorem (inordinatio)
D65,"DIC, Coagulatio intravascularis disseminata"
E88,lipodystrophy controversia nati communis type IV
D69,"PERTURBATIO BLEEDING, platelet-type: IX: BDPLT9"
H18,"Cornea DYSTROPHIA, Célula Congenita; CSCD"
C22,"CHOLANGIOCARCINOMA, INTRAHEPATIC, LAEVUS"
C22,Duct Intrahepatic Carcinoma (inordinatio)
D07,Carcinoma in situ endometrium (inordinatio)
C56,Lupus Carcinoma ovarian modica cellula Neuroendocrine
C56,Humana malignas ovarian mixta MC <naturae llerian
C56,Neoplasma malignum ovarian mixta MÃ¼llerian
C69,malignum conjunctivae (primaria)
H18,combined granuloso-cœnaculo loquebatur cornea dystrophy
N04,II GLOMERULOSCLEROSIS FOCAL pulmonalis; FSGS2
N04,V GLOMERULOSCLEROSIS FOCAL pulmonalis; FSGS5
N04,VI GLOMERULOSCLEROSIS FOCAL pulmonalis; FSGS6
N04,VII GLOMERULOSCLEROSIS FOCAL pulmonalis; FSGS7
N04,VIII GLOMERULOSCLEROSIS FOCAL pulmonalis; FSGS8
N04,IX GLOMERULOSCLEROSIS FOCAL pulmonalis; FSGS9
H18,"Cornea Dystrophy: Omnia Amethyste, qui Schnyder"
H18,Jean-punctatum Neetens cornea dystrophy
G11,Dyssynergia Cerebellaris Myoclonica de Huntingdonia
Q75,ACROFACIAL DYSOSTOSIS syndrome Rodriguez
Q93,Homo terminatio 10q26 deletionem syndrome
Q93,Corpus Missam Index QUANTITATIS XVI Locus Repons
Q93,"Homo 16p11.2 deletionem syndrome, 220kb"
C67,urinaria parvam neuroendocrine cell carcinoma
C67,"Vesica urinaria parvam cell carcinoma, quod ex"
C70,malignum medullae spinalis meninge deuehuntur
Q87,"Triticum aestivum Osteodysplastic est primitiua, I Typus"
C53,Cervix Uteri de Plattenepithelkarzinom
C63,Neoplasma malignum Female generatiua System
C63,masculum generatiua ratio maligna tumore
C60,Neoplasma malignum Female generatiua System
C60,masculum generatiua ratio maligna tumore
G71,mitochondrial DNA deperditionem syndrome type II
G71,mitochondrial DNA deperditionem syndrome type V
D44,"MULTIPLEX neoplasia glandularum endocrinarum, Type IV: men4"
Q87,infantiles caducum encephalopathy diluculo XX
Q87,"Cicero, Arnoldus, mentis retardatio syndrome"
Q77,X coniunctum spondyloepiphyseal DYSPLASIA tarda
G71,"succinatum vulgare defectum semel, Coq"
C81,Linfocito Rich Classical Atlas Hodgkin scriptor Morbus
C03,malignus tumore gingivae superioris (morbi)
C62,Quo Magni Commen Cell Testium Tumore Non Seminomatous
C62,Non testium seminomatous germinis tumor cellulam
C62,Non Testium Tumore Seminomatous Quo Magni Commen Cell
G60,Quod haereditarium motoricas sensilesque neuropathia C II
C08,isque malignum glandulae salivaris Maioris
K00,amelogenesis imperfecta type IA Omnium Hypoplastic
K00,X-II coniunctum amelogenesis imperfecta type III
K00,"Imperfecta Amelogenesis III, Hypoplastic Type"
C00,malignum labii confinium coloribus
C00,labialis maligna tumore tunicae mucosae (inordinatio)
E72,Angiospermae cystathione gamma-defectus syndrome
E74,Glycogen repono morbo genus 2b (formerly)
G54,BRACCHIALIS nerve periphericis neuropathia
K04,apice acutis periodontitis originem ex pulpal
C03,gingivae maligna tumore inferioribus (inordinatio)
D00,Carcinoma in situ ventrem NOS (inordinatio)
G60,Tussis cum hsan et gastroesophageal refluxus
G60,hereditarium motoricas sensilesque nueropathy IIB
E72,Defectus I carbamoyl PHOSPHATE synthetase
E72,Carbamoyl defectus I-phosphas Synthetase
E72,Carbamoyl-phosphas Synthetase mihi deest
K00,Si amelogenesis imperfecta type Hypoplastic
E71,Methylglutaconyl-III-Salmo defectus hydratase
E71,"III, METHYLGLUTACONIC ACIDURIA, Type IV: MGCA4"
G12,Musculus flexor paternum genus VI motricium neuronopathy
C07,glandulae parotidas eaque maligna tumore (inordinatio)
D04,Carcinoma in situ cutis et cutem a collum
C06,buccal maligna tumore tunicae mucosae (inordinatio)
D35,Adenoma glandulam pituitariam otiosa est
Q12,"Cataractam, congenita Nonnuclear Polymorphic"
Q12,GLAUCOMA cum adult XIII I sexualium phaenotypo; CTRCT13
G60,GENUINUS Charcot-Marie morbum EXEMPLUM 4D; CMT4D
G60,GENUINUS Charcot-Marie morbum EXEMPLUM 4 $; CMT4J
Q82,"Ectodermal Dysplasia, Hidrotic, II, Olim"
D81,`Combinatae quaevis immunes defectus NOS (inordinatio)
D81,T compositionis iterum et B cellula cellula Tuberculosis
D61,Thrombocytopenia naturali amegakaryocytic
G60,Dentem morbo coniunctum Charcot X-Marie-type VI
G60,"opticus ATROPHIA, polyneuropathy et rupisti surditatem"
G60,Dentem morbo coniunctum Charcot X-Marie-type V
G60,Dentem morbo coniunctum Charcot X-Marie-type III
G60,Dentem morbo coniunctum Charcot X-Marie-type II
G60,Dentem morbo coniunctum Charcot X-Marie-type I
G60,Dentem morbo coniunctum Charcot X-Marie-type IV
D81,"Diluculo multa nigra defectus incidant,"
E53,"Diluculo multa nigra defectus incidant,"
Q78,"Osteogenesis Imperfecta: Typus IIb, Olim"
D68,Defectus coagulationis partum est postpartum
L81,Ab extremis aequaliter Dyschromatosis
B27,Longos activae Virus; Virus-infectio
Q24,Non-congenita cor syndromic et torto naso
E75,defectus beta-galactosidase (inordinatio)
H20,secundarium infectis IRIDOCYCLITIS (inordinatio)
D35,Hydrastis Prolactina CONDITUS Glandulae Adenoma
D35,Hydrastis Prolactina-producens Glandulae Adenoma
E22,Hydrastis Prolactina CONDITUS Glandulae Adenoma
E22,Hydrastis Prolactina-producens Glandulae Adenoma
G12,autosomal dominant adult-incursus SMA proximalis
Q87,osteodysplastic primum dwarfism type II
Q87,"Triticum aestivum Osteodysplastic est primitiua, Typus II"
C80,Carcinoma in dapibus nuclei testis midline
E75,Lipidosis repono in morbum triglyceride
M11,"Calcinosis, Tejido, et Normophosphatemia"
C73,Lupus Carcinoma glandula bene Differentiated
C73,Bene Differentiated glandula Ulcus
G3L,Lac Saguenay sanctus Joannes genus defectus COXUS
G3L,Lac Saguenay sanctus Joannes genus æternum syndrome
I60,per familiam aneurysmal mucronato sanguinis fluxum patiebatur
L99,"Amyloidosis, localized cutanearum PRIMUS: I"
E85,"Amyloidosis, localized cutanearum PRIMUS: I"
C50,"Pectus Cancer syndrome, et oeconomicam Ovarian"
C50,"Quod haereditarium breastâ € ""ovarian cancer syndrome"
C56,"Pectus Cancer syndrome, et oeconomicam Ovarian"
C56,"Quod haereditarium breastâ € ""ovarian cancer syndrome"
Q04,Foetus-impetu olivopontocerebellar hypoplasia
Q04,"Olivopontocerebellar hypoplasia impetu defendit foetus,"
F21,non specificatarum latet SCHIZOPHRENIA (inordinatio)
E83,magnesii metabolismi inordinatio (inordinatio)
G11,"Ataxia, Episodic, et vertigo et Tinnitus"
G11,"I SPASTICUS ataxia, autosomal dominant; SPAX1"
G11,"VII SPASTICUS ataxia, autosomal dominant; SPAX7"
G11,Tussis et Spasmodic occrebellaris Ataxia
H35,"Retinitis pigmentosa, X Recessive coniunctum, VI"
Q81,"Epidermólisis vesicular simplex, KC6bner genus"
Q81,"Epidermólisis vesicular simplex, KÃ¶bner genus"
Q81,"Epidermólisis vesicular simplex, Koebner genus"
Q87,"Young-Simpson, ut cognoscamus Orff, Biesecker syndrome,"
E24,Prima pigmentatus nodular Animal Dysplasia
D69,"Consummatio prothrombin inhibitor, familiaris"
C45,"Humana malignas Peritoneal mesothelioma, Advanced"
C45,aspersos maculis fere mesothelioma peritonaeo accepta referri debet (morbus)
G47,media nascantur hypoventilation syndrome
M30,Allergic granulomatosis angiitis (inordinatio)
Q93,Salire ad apicem Triticum 22Q11.2 Domini High Definition
E71,combined malonic et methylmalonic aciduria
D69,"PERTURBATIO BLEEDING, platelet-type: VIII: BDPLT8"
E83,et domesticam nouerant hypocalciuric hypercalcemia genus
E83,per familiam hypocalciuric hypercalcemia type II
E83,per familiam hypocalciuric hypercalcemia type III
C25,Pancreatoblastoma (morphologic deprauationem)
M22,articularis cartilaginem mollitis animis patellae
D35,Hydrastis Prolactina Producing Glandulae Adenoma
E22,Hydrastis Prolactina Producing Glandulae Adenoma
E05,Non specificatis toxicus nodular GUTTER (inordinatio)
D53,I RECIPROCUS hereditarium megaloblastic anemia
M93,tibialis tuberculum de Iuvenalibus osteochondrosis
C75,Glandulae in Paratiroides malignum
C02,malignum parte mobilis lingua
C02,malignum locis aliis et linguae
C02,malignum lingua NOS (inordinatio)
C01,malignum parte mobilis lingua
C01,malignum locis aliis et linguae
C01,malignum lingua NOS (inordinatio)
H90,"Auditivus Neuropathy, Autosomal Recessive, I"
H90,"Auditivus Neuropathy, Nonsyndromic Recessive"
Q25,"Aorta Supravalvar stenosis, Eisenberg Type"
Q79,Escobar variante multa pterygium syndrome
Q79,"Multa Pterygium syndrome, Nonlethal Type"
Q87,"dermato, Acronis, ungual superior-dente syndrome,"
G60,Quod haereditarium periphericis neuropathia (inordinatio)
B73,Onchocerca infectio per volvulus (inordinatio)
C02,Neoplasma malignum gradu lingua non specificata
C01,Neoplasma malignum gradu lingua non specificata
C92,Myeloid leukemias (morphologic deprauationem)
G11,paraplegia et SPASTICUS pede degeneratum
E23,Defectum incrementum hormone-X singulis coniunctum
K31,Dieulafoy vitium (hemorrhagic) de intestinum
